,id,loan_complete_rate,censor_status,predicted_loan_complete_rate,predicted_severity_rate,combined_score,combined_score_normalized,good or bad
2080,3699232,0.1833,0,0.7822167305899018,0.9080000000000001,0.7102527913756309,0.8370520208853783,good
2082,3700020,0.3056,0,0.8066886850128528,0.9934999999999999,0.8014452085602692,0.9820293532863109,good
2083,3700472,0.1825,0,0.7747797346511757,0.9685000000000002,0.7503741730096638,0.9008368295473173,good
2085,3701196,0.3044,0,0.7788483842664902,0.9035,0.7036895151847739,0.8266177512022483,good
2086,3701665,0.3053,0,0.7906946873238435,0.7850000000000001,0.6206953295492172,0.6946739338356256,bad
2088,3702426,0.3056,0,0.7881564690979989,0.848,0.668356685795103,0.7704457633414568,good
2090,3703221,0.1665,0,0.7655132305967965,0.8095,0.6196829601681068,0.6930644731281568,bad
2091,3703662,0.3056,0,0.8037780749748948,0.8779999999999998,0.7057171498279575,0.8298412764769135,good
2092,3704013,0.2775,0,0.7917438750285963,0.9794999999999999,0.77551312559051,0.9408026336902802,good
2093,3704412,0.0556,0,0.8076830576264643,0.9525,0.7693181123892072,0.9309538270039197,good
2094,3704760,0.183,0,0.7764565285057128,0.8969999999999999,0.6964815060696243,0.8151584877492338,good
2095,3705285,0.3054,0,0.7945075513255861,0.935,0.7428645604894231,0.8888980782326679,good
2096,3705605,0.3056,0,0.8015002230198076,0.9455,0.7578184608652281,0.9126717279768565,good
2097,3705904,0.1831,0,0.7700500953812516,0.8434999999999998,0.6495372554540856,0.7405267098457953,bad
2098,3706344,0.3056,0,0.7901423325769455,0.9264999999999999,0.73206687113254,0.8717319557919685,good
2099,3706769,0.3048,0,0.788068279076458,0.8570000000000002,0.6753745151685248,0.7816026798177862,good
2100,3714648,0.3055,0,0.7907245666249383,0.8289999999999997,0.6555106657320736,0.7500232131097191,good
2102,3725363,0.1665,0,0.7817642868284458,0.8750000000000003,0.6840437509748903,0.7953849954966961,good
2103,3725722,0.1833,0,0.7829134482407065,0.8299999999999997,0.6498181620397863,0.7409732939884908,bad
2104,3726205,0.3056,0,0.7839789132345634,0.8404999999999998,0.6589342765736503,0.7554660556432791,good
2105,3726610,0.1826,0,0.7804299699505487,0.9065000000000001,0.7074597677601725,0.8326116833485181,good
2106,3726949,0.3052,0,0.8110916577330594,0.9180000000000001,0.7445821417989487,0.8916286819837731,good
2107,3727370,0.3056,0,0.8000651451444033,0.8860000000000002,0.7088577185979416,0.8348341398810284,good
2108,3727842,0.3034,0,0.8033545280979266,0.8505000000000001,0.6832530261472867,0.7941279043951732,good
2109,3728266,0.3048,0,0.797345507390639,0.8550000000000003,0.6817304088189966,0.7917072535851832,good
2110,3728687,0.2498,0,0.7883964797863291,0.8455000000000003,0.6665892236593415,0.7676358592565202,good
2113,3730091,0.3051,0,0.8073021895930517,0.9165000000000002,0.739892456762032,0.8841730398652387,good
2115,3730934,0.3051,0,0.7966504886805051,0.9634999999999999,0.7675727458436666,0.9281790503980756,good
2116,3731348,0.25,0,0.8027761566426006,0.9025,0.724505481369947,0.859710889228891,good
2118,3732421,0.3056,0,0.7848422095962809,0.7480000000000001,0.5870619727780182,0.6412037606028596,bad
2120,3733450,0.3054,0,0.785724894930012,0.8704999999999998,0.6839735210365753,0.795273344227589,good
2121,3733951,0.2769,0,0.8059636694935584,0.9179999999999998,0.7398746485950864,0.884144728514159,good
2122,3734362,0.3056,0,0.7876346628841322,0.9620000000000001,0.7577045456945353,0.9124906261037303,good
2123,3764647,0.3055,0,0.787934595620573,0.8955,0.7055954303782231,0.8296477673928405,good
2124,3804976,0.3056,0,0.7851649727462926,0.7295000000000001,0.5727778476184205,0.6184949167619667,bad
2125,3805483,0.3056,0,0.8039963425191368,0.9650000000000003,0.7758564705309672,0.941348482074363,good
2127,3806416,0.1831,0,0.772037113577869,0.7695000000000001,0.5940825588981702,0.6523650597438819,bad
2128,3806860,0.1831,0,0.7640751686647409,0.8895000000000001,0.6796448625272871,0.7883916606082089,good
2129,3807289,0.3052,0,0.792633426483746,0.9354999999999998,0.7415085704755442,0.8867423308466058,good
2130,3807679,0.3054,0,0.7946967053625518,0.8684999999999999,0.6901940886073762,0.8051627771462109,good
2131,3808097,0.3054,0,0.7933229762073992,0.7805,0.6191885829298751,0.6922785142139036,bad
2132,3808595,0.183,0,0.7696846777223786,0.7895000000000002,0.6076660530618181,0.6739600432888629,bad
2133,3808943,0.347,0,0.8006478388862125,0.903,0.7229849985142499,0.8572936317947122,good
2134,3809308,0.1831,0,0.7527503997495741,0.8075,0.6078459477977811,0.6742460392053884,bad
2135,3809713,0.3052,0,0.7958507387238856,0.9165000000000001,0.7293972020404412,0.8674877267725528,good
2136,3810360,0.1833,0,0.7802343669671734,0.9665,0.7540965156737731,0.9067545947122881,good
2137,3810737,0.1828,0,0.7606825394877363,0.7195,0.5473110871614263,0.5780079649963047,bad
2138,3811132,0.3053,0,0.7939303579097426,0.9255000000000001,0.7347825462454669,0.8760493249954033,good
2139,3811594,0.183,0,0.769691076817921,0.7924999999999999,0.6099801783782023,0.6776390302657248,bad
2140,3812056,0.3051,0,0.7935881164754477,0.8989999999999998,0.7134357167114274,0.8421122225848333,good
2141,3812505,0.2775,0,0.7949561670366385,0.8864999999999997,0.7047286420779798,0.8282697508931662,good
2142,3844785,0.3052,0,0.7845539420949237,0.818,0.6417651246336475,0.7281706080096441,bad
2143,3845246,0.3051,0,0.7938065709452458,0.9030000000000001,0.7168073335635571,0.8474724052863194,good
2144,3845557,0.1831,0,0.7774921413473451,0.8670000000000002,0.6740856865481484,0.7795537053408204,good
2145,3845943,0.3056,0,0.7879019636617451,0.9604999999999998,0.7567798360971061,0.9110205265623464,good
2146,3846414,0.3055,0,0.790838876222491,0.9729999999999999,0.7694862265644837,0.9312210942331787,good
2147,3846861,0.305,0,0.7992527106223939,0.878,0.7017438799264618,0.8235245882147584,good
2148,3847285,0.3055,0,0.8082019044272986,0.8619999999999999,0.6966700416163313,0.8154582207913901,good
2149,3847789,0.1666,0,0.7823613330090217,0.8479999999999995,0.66344241039165,0.762633068375453,good
2150,3848223,0.3056,0,0.8032175538890283,0.9560000000000002,0.7678759815179111,0.9286611332345438,good
2151,3848605,0.1667,0,0.7622253628214806,0.8175,0.6231192341065603,0.6985274474014143,bad
2153,3849319,0.3048,0,0.807126487915685,0.9540000000000001,0.7699986694715635,0.9320357738739846,good
2154,3849697,0.3055,0,0.8034473494775456,0.9790000000000001,0.7865749551385172,0.958388685128053,good
2156,3914895,0.3055,0,0.8034079798299925,0.932,0.7487762372015531,0.8982964377257168,good
2158,3915782,0.3053,0,0.7895256660799997,0.897,0.7082045224737598,0.8337956913505243,good
2159,3916164,0.3054,0,0.812776606569307,0.956,0.7770144358802574,0.943189410657415,good
2160,3916607,0.2778,0,0.7942320972544319,0.9640000000000001,0.7656397417532724,0.9251059683897542,good
2161,3917171,0.2774,0,0.7955425635222495,0.9194999999999999,0.7315013871587083,0.8708329516798654,good
2162,3917555,0.3047,0,0.809790318352454,0.9095,0.7365042945415569,0.8787865534047301,good
2163,3917975,0.3051,0,0.8042798190809304,0.9570000000000001,0.7696957868604505,0.9315542523358409,good
2164,3918374,0.2775,0,0.7959901615639213,0.8425,0.6706217111176037,0.7740466913485722,good
2165,3918752,0.3048,0,0.8024805315815453,0.9335000000000002,0.7491155762313727,0.8988359175294286,good
2166,3919274,0.3054,0,0.80705798068779,0.9730000000000001,0.7852674152092197,0.9563099634885834,good
2167,3919685,0.3054,0,0.7984775710584193,0.9450000000000002,0.7545613046502064,0.9074935143287759,good
2168,3920173,0.3053,0,0.7974385373234156,0.8985,0.7164985257850889,0.8469814639413134,good
2170,3921099,0.183,0,0.7616564439618558,0.9095,0.6927265357833079,0.8091888513237326,good
2171,3921447,0.2778,0,0.8055862567480221,0.9115000000000001,0.7342918730258222,0.875269254714772,good
2173,3922175,0.3937,0,0.8018210724619859,0.9540000000000001,0.7649373031287345,0.9239892343332955,good
2174,3922535,0.3053,0,0.790345758324354,0.8654999999999999,0.6840442538297283,0.7953857949332638,good
2175,3922899,0.3051,0,0.8058886827423535,0.9250000000000002,0.7454470315366771,0.8930036801565152,good
2176,3924686,0.3051,0,0.7886855710090587,0.8335000000000001,0.6573694234360505,0.752978258516144,good
2177,3925052,0.2774,0,0.7860833824412876,0.8765000000000002,0.6890020847097887,0.8032677342180929,good
2179,3926118,0.1829,0,0.7808075300258367,0.8099999999999997,0.6324540993209276,0.7133679779946662,bad
2180,3926541,0.3053,0,0.7968915209334353,0.9255,0.7375231026238943,0.8804062503331133,good
2181,3927106,0.3054,0,0.7928357343737211,0.8915000000000001,0.7068130571941724,0.8315835455319236,good
2182,3927490,0.1675,0,0.773555152362841,0.8670000000000002,0.6706723170985833,0.7741271445304536,good
2183,3927870,0.3051,0,0.8029627907091735,0.9434999999999999,0.7575953930341052,0.9123170956499692,good
2184,3928294,0.3054,0,0.7893493739305588,0.8365000000000002,0.6602907512929126,0.7576225736119802,good
2185,3928660,0.1664,0,0.7712755977180523,0.9180000000000001,0.7080309987051722,0.8335198239719127,good
2186,3929126,0.3051,0,0.7944132572103471,0.8939999999999998,0.7102054519460501,0.8369767608535699,good
2187,3929488,0.305,0,0.7818525514424827,0.8464999999999999,0.6618381847960615,0.7600826770754088,good
2188,3929834,0.1833,0,0.7846670740733619,0.9219999999999999,0.7234630422956396,0.8580536238459856,good
2189,3930409,0.3051,0,0.8046067594120737,0.9330000000000002,0.750698106531465,0.9013518177372989,good
2190,3930810,0.3055,0,0.7935133353282767,0.894,0.7094009217834794,0.8356977220868989,good
2191,3931299,0.2778,0,0.801849498134134,0.9465,0.7589505499839578,0.9144715186342447,good
2194,3932336,0.2778,0,0.7796900793532389,0.7479999999999998,0.5832081793562225,0.6350770155601773,bad
2195,3932700,0.2772,0,0.7987328771026367,0.9684999999999999,0.7735727914739036,0.9377178984362231,good
2196,3933043,0.3053,0,0.7919441076042972,0.8629999999999999,0.6834477648625085,0.7944374992092998,good
2197,3964667,0.1663,0,0.7728005922484524,0.8419999999999997,0.6506980986731967,0.7423722136545351,bad
2198,4034687,0.2776,0,0.7997546350686067,0.8829999999999998,0.7061833427655795,0.830582428105165,good
2199,4044599,0.2778,0,0.7951965113432413,0.8734999999999996,0.694604152658321,0.8121738789632481,good
2200,4045051,0.3045,0,0.796836839104209,0.8019999999999997,0.6390631449615753,0.7238750117621464,bad
2201,4054935,0.3053,0,0.7918089169968043,0.9369999999999998,0.7419249552260055,0.8874042976223312,good
2202,4064991,0.3055,0,0.8023291236024578,0.9160000000000003,0.7349334772198516,0.8762892744420625,good
2203,4075006,0.2773,0,0.7890088821909091,0.9375,0.7396958270539773,0.8838604387584292,good
2204,4084905,0.305,0,0.783986319824403,0.8419999999999999,0.6601164812921473,0.7573455198765,good
2205,4085323,0.2768,0,0.7959389660265951,0.8064999999999998,0.6419247761004487,0.7284244212595316,bad
2206,4094853,0.3051,0,0.7910357977633322,0.949,0.7506929720774023,0.9013436550031997,good
2207,4095376,0.2775,0,0.8033752924175126,0.9265000000000002,0.7443272084248256,0.8912233899467663,good
2208,4104900,0.305,0,0.8004679152759011,0.892,0.7140173804261039,0.8430369491828515,good
2209,4105483,0.2777,0,0.7960673842145751,0.8835000000000002,0.7033255339535772,0.8260390953274288,good
2210,4114873,0.3051,0,0.7987240148917126,0.9769999999999999,0.7803533625492032,0.9484976226391852,good
2211,4115288,0.1831,0,0.7802035106011916,0.7844999999999999,0.6120696540666347,0.6809608701815613,bad
2212,4124789,0.2778,0,0.7853195393796091,0.9394999999999999,0.7378077072471426,0.8808587136007988,good
2213,4125157,0.2777,0,0.7898716047132688,0.8135000000000002,0.6425605504342443,0.7294351726988321,bad
2215,4154698,0.1833,0,0.77927139424718,0.8965,0.6986168049425968,0.8185531771767054,good
2216,4155114,0.3056,0,0.7909222097439813,0.7565000000000001,0.5983326516713219,0.6591218398768227,bad
2217,4155405,0.2773,0,0.8008719836529937,0.944,0.756023152568426,0.9098175541788242,good
2218,4155815,0.4684,0,0.7670894192075193,0.7524999999999997,0.577234787953658,0.6255805423043248,bad
2219,4156189,0.1667,0,0.7585915395183261,0.7599999999999997,0.5765295700339276,0.6244593897357198,bad
2220,4156625,0.2777,0,0.7784520524786998,0.7025,0.5468625668662865,0.5772949092628945,bad
2221,4157005,0.2777,0,0.7874548580795948,0.879,0.6921728202519638,0.8083085566334329,good
2222,4157413,0.2768,0,0.7922227725836632,0.9055000000000001,0.7173577205745071,0.8483474083084905,good
2223,4164866,0.1833,0,0.7835089636158139,0.9514999999999998,0.7455087788804468,0.8931018458314577,good
2224,4165292,0.1667,0,0.7795395265007896,0.9125,0.7113298179319705,0.8387642733059598,good
2225,4165680,0.2778,0,0.8028007257301686,0.9575,0.7686816948866364,0.9299420530575271,good
2226,4166000,0.2776,0,0.7942070932938373,0.8584999999999998,0.6818267895927592,0.7918604793456822,good
2227,4166428,0.2778,0,0.8012067113923504,0.9044999999999999,0.7246914704543809,0.8600065739157255,good
2229,4167278,0.2777,0,0.7913079710470521,0.9085,0.7189032916962468,0.850804550965561,good
2230,4174714,0.1833,0,0.7607611327835521,0.8775,0.6675678940175669,0.7691917453950365,good
2231,4175189,0.2778,0,0.7840113753267253,0.81,0.6350492140146475,0.7174936807360272,bad
2232,4175470,0.1832,0,0.7736866700969238,0.905,0.700186436437716,0.8210485709171096,good
2233,4175772,0.2775,0,0.808428655044758,0.9145000000000002,0.7393080050384314,0.8832438809020194,good
2234,4176063,0.2778,0,0.783400274569757,0.8004999999999999,0.6271119197930904,0.7048750027993211,bad
2235,4176391,0.1666,0,0.7685334217514415,0.8464999999999998,0.6505635415125951,0.742158295230156,bad
2236,4176702,0.3056,0,0.7930814015312228,0.8704999999999998,0.6903773600329293,0.8054541413100559,good
2237,4177158,0.2778,0,0.8011571107587621,0.9244999999999997,0.7406697488964753,0.8854087757260357,good
2238,4184690,0.1663,0,0.7646017173106425,0.8775,0.6709380069400888,0.7745495371553743,good
2239,4185093,0.3052,0,0.785443770609328,0.8175000000000001,0.6421002824731258,0.7287034405740275,bad
2240,4185407,0.3049,0,0.7976560329542957,0.9049999999999997,0.7218787098236373,0.855534858552573,good
2241,4185697,0.2776,0,0.7986905026248243,0.7920000000000001,0.632562878078861,0.7135409140197653,bad
2243,4186406,0.2775,0,0.7931340473036472,0.9295,0.7372180969687401,0.8799213535882235,good
2244,4186730,0.1665,0,0.7779225700189834,0.8765000000000004,0.6818491326216393,0.7918960002017443,good
2245,4187077,0.1666,0,0.7682502862146862,0.8680000000000001,0.6668412484343477,0.76803652721453,good
2246,4194589,0.1662,0,0.7734179474038498,0.7930000000000001,0.613320432291253,0.6829493522947525,bad
2247,4194997,0.2774,0,0.8079167208370605,0.9844999999999999,0.795394011664086,0.972409185174469,good
2248,4195316,0.1666,0,0.7776971781580546,0.7820000000000001,0.6081591933195988,0.6747440356566472,bad
2250,4195855,0.183,0,0.7668228061778242,0.8085000000000002,0.619976238794771,0.6935307262910476,bad
2251,4196190,0.5138,0,0.8053398950333737,0.981,0.7900384370277396,0.9638949144903227,good
2252,4196544,0.1667,0,0.7639376529434635,0.8155,0.6229911559753945,0.698323829311571,bad
2253,4196939,0.2778,0,0.8056333731387959,0.9560000000000004,0.7701855047206893,0.9323328037899903,good
2254,4197419,0.277,0,0.7992542255440515,0.9440000000000004,0.7544959889135849,0.9073896756374511,good
2255,4214992,0.2778,0,0.7892394126133613,0.8800000000000001,0.6945306830997581,0.812057077359102,good
2256,4215384,0.2778,0,0.7949232471181199,0.8879999999999998,0.7058918434408903,0.8301190036692874,good
2257,4224682,0.2774,0,0.7832801852998564,0.7205000000000003,0.5643533735085468,0.6051017222285076,bad
2258,4225179,0.2778,0,0.8053092945190365,0.9625000000000001,0.7751101959745728,0.940162057832469,good
2259,4225572,0.2774,0,0.8024775999493592,0.8449999999999998,0.6780935719572083,0.7859254251955279,good
2261,4235222,0.1666,0,0.7843899318065104,0.8649999999999998,0.6784972910126313,0.7865672561010093,good
2262,4235615,0.1666,0,0.767567849812085,0.825,0.6332434760949701,0.7146229259661432,bad
2264,4245179,0.1667,0,0.7662780024184656,0.8589999999999998,0.6582328040774618,0.7543508575337243,good
2265,4245705,0.0301,0,0.7951089318741885,0.9000000000000001,0.7155980386867697,0.8455498732300875,good
2266,4254949,0.2766,0,0.7925750342320945,0.8334999999999999,0.6606112910324508,0.7581321663807806,good
2267,4255337,0.2778,0,0.7852692112623387,0.7789999999999995,0.6117247155733615,0.6804124883737197,bad
2268,4255736,0.2777,0,0.797267763810728,0.7954999999999999,0.6342265061114339,0.7161857430715217,bad
2269,4274938,0.2775,0,0.8048417385659095,0.9834999999999999,0.7915618498795719,0.966316830020391,good
2270,4275353,0.2778,0,0.7986185277437563,0.97,0.7746599719114436,0.9394462934556678,good
2271,4275666,0.2777,0,0.8045165781238738,0.9560000000000001,0.7691178486864234,0.9306354485871315,good
2272,4276021,0.2777,0,0.7872425899076478,0.8190000000000002,0.6447516811343638,0.7329186233370789,bad
2273,4276409,0.1667,0,0.766423880847701,0.8650000000000001,0.6629566569332614,0.761860819511174,good
2274,4277017,0.1663,0,0.7706158184151986,0.8809999999999999,0.6789125360237899,0.7872274109238457,good
2275,4277387,0.1666,0,0.7899748438513902,0.914,0.7220370072801706,0.8557865192024665,good
2276,4277867,0.2774,0,0.7998143074420393,0.9155,0.7322299984631869,0.8719912949560021,good
2278,4278610,0.2777,0,0.8032647357083849,0.965,0.7751504699585914,0.9402260852477787,good
2279,4279098,0.1663,0,0.7824125942334977,0.9335,0.7303821567169702,0.8690536036946424,good
2280,4279526,0.2778,0,0.7843842546458257,0.8795000000000001,0.6898659519610038,0.8046411068459518,good
2281,4279946,0.2778,0,0.7852667939357998,0.9434999999999999,0.740899220078427,0.8857735880739186,good
2282,4280394,0.2778,0,0.7844833933836437,0.799,0.6268022313135313,0.7043826613193176,bad
2283,4280814,0.2771,0,0.80760550014372,0.9244999999999999,0.746631284882869,0.8948864012896787,good
2284,4281268,0.2774,0,0.7801911537022965,0.8064999999999998,0.629224165460902,0.7082330423353795,bad
2285,4281721,0.1661,0,0.7602776810455023,0.6835000000000001,0.519649794994601,0.5340321556810462,bad
2287,4284906,0.2999,0,0.7736516677378895,0.9375,0.7252984385042714,0.8609715292425217,good
2288,4285252,0.2776,0,0.782802528010676,0.8375,0.6555971172089411,0.7501606533145663,good
2289,4285693,0.2777,0,0.7893775366008351,0.7559999999999998,0.5967694176702312,0.656636616846297,bad
2290,4286144,0.2776,0,0.7915017433896485,0.861,0.6814830010584874,0.7913139257379644,good
2291,4286621,0.1498,0,0.7792569115265882,0.8410000000000005,0.655355062593861,0.7497758358760879,bad
2293,4287379,0.2772,0,0.8086013468701023,0.9635000000000001,0.7790873977093437,0.9464849969071071,good
2294,4287915,0.2497,0,0.7824923894030926,0.7699999999999999,0.6025191398403813,0.6657775016699453,bad
2295,4288363,0.2774,0,0.8056460240445928,0.9615000000000004,0.7746286521188763,0.9393965013773575,good
2296,4288739,0.25,0,0.7977307918138627,0.8935,0.7127724624856864,0.8410577837255487,good
2297,4289423,0.0997,0,0.7574054233875174,0.8389999999999997,0.6354631502221268,0.7181517548281198,bad
2298,4289835,0.2778,0,0.7842767529070567,0.7544999999999998,0.5917368100683741,0.6486357978345514,bad
2299,4290249,0.2778,0,0.7937887790621843,0.9109999999999999,0.7231415777256498,0.85754256078551,good
2300,4290624,0.1667,0,0.7690412978438252,0.7729999999999997,0.5944689232332767,0.6529793001858826,bad
2302,4291451,0.2771,0,0.8136427472858228,0.9615,0.7823175015153186,0.9516202027457702,good
2304,4292322,0.1662,0,0.7743316541113612,0.9115000000000001,0.7058033027225058,0.8299782419968091,good
2305,4294818,0.2778,0,0.803569240690515,0.9680000000000001,0.7778550249884186,0.9445257757885174,good
2306,4295195,0.2775,0,0.7874094176030075,0.6870000000000003,0.5409502698932664,0.5678955636816156,bad
2307,4295617,0.7947,0,0.801679840657276,0.9625,0.7716168466326282,0.9346083453158434,good
2308,4296039,0.2766,0,0.7978930337946646,0.9495,0.757599435588034,0.912323522485695,good
2309,4296465,0.282,0,0.7855999134659841,0.8675,0.6815079249317413,0.7913535496098718,good
2310,4296931,0.2774,0,0.7814428559871576,0.6800000000000003,0.5313811420712674,0.5526826033515032,bad
2311,4297300,0.2774,0,0.7903452591042455,0.8785,0.6943183101230797,0.8117194476681318,good
2312,4297724,0.1664,0,0.7732558235802756,0.8035000000000001,0.6213110542467515,0.6956528104450825,bad
2313,4298160,0.2222,0,0.7910510728490594,0.9605000000000001,0.7598045554715217,0.9158292130705276,good
2314,4298606,0.2773,0,0.8018526632121576,0.8709999999999997,0.6984136696577891,0.8182302335305434,good
2315,4299101,0.2776,0,0.7873484083449278,0.7759999999999998,0.6109823648756638,0.6792323022663566,bad
2316,4299556,0.2778,0,0.789056599108538,0.8649999999999995,0.682533958228885,0.7929847331552454,good
2317,4299961,0.2778,0,0.7998750036766815,0.954,0.7630807535075541,0.9210376993278824,good
2318,4300322,0.2778,0,0.7980168969504133,0.9244999999999999,0.7377666212306571,0.8807933952195897,good
2319,4300740,0.2771,0,0.8074886867722285,0.9810000000000001,0.7921464017235562,0.9672461481545875,good
2320,4301304,0.2776,0,0.7908184882948895,0.8934999999999996,0.7065963192914835,0.8312389764994086,good
2321,4301716,0.2778,0,0.7886268983353946,0.85,0.6703328635850854,0.7735874827210576,good
2323,4305014,0.1664,0,0.7871946279062585,0.9125,0.7183150979644608,0.8498694429730114,good
2324,4305413,0.1667,0,0.7782891994194752,0.8345000000000001,0.6494823369155521,0.7404394005775277,bad
2325,4305752,0.2498,0,0.80112201362186,0.8444999999999999,0.6765475405036607,0.7834675507048292,good
2326,4306228,0.2499,0,0.799166717919225,0.8484999999999999,0.6780929601544623,0.785924452554021,good
2327,4306671,0.1944,0,0.7929766237766978,0.9434999999999999,0.7481734445333142,0.8973381204036179,good
2328,4307020,0.2777,0,0.7950417543657291,0.754,0.5994614827917597,0.6609164509818324,bad
2329,4307427,0.2778,0,0.7841755285859294,0.7630000000000003,0.5983259283110645,0.6591111511061444,bad
2330,4307862,0.2222,0,0.793553213466532,0.7585,0.6019101124143644,0.6648092723553943,bad
2332,4308779,0.2776,0,0.7976050743743741,0.95,0.7577248206556554,0.912522859154114,good
2333,4309279,0.2777,0,0.7900833985926853,0.9890000000000001,0.7813924812081658,0.9501496092393367,good
2334,4309773,0.25,0,0.7860177022673022,0.8359999999999999,0.6571107990954645,0.7525670985957289,good
2335,4310158,0.2774,0,0.7742538065745773,0.8220000000000002,0.6364366290043026,0.7196993874202353,bad
2336,4310574,0.1667,0,0.7761084654371356,0.9064999999999998,0.7035423239187633,0.826383747128689,good
2337,4311044,0.2777,0,0.7915305750738965,0.8854999999999998,0.7009003242279351,0.8221835068104089,good
2338,4311456,0.2778,0,0.8079894369442578,0.9329999999999999,0.7538541446689925,0.9063692742787559,good
2339,4311845,0.1663,0,0.760865079761591,0.8930000000000001,0.6794525162271009,0.7880858692457351,good
2341,4315103,0.2772,0,0.7919782555391797,0.9744999999999999,0.7717828100229305,0.9348721932359344,good
2342,4324911,0.1662,0,0.7753923710988258,0.8394999999999999,0.6509418955374642,0.742759800913656,bad
2343,4334835,0.2778,0,0.7930175164595036,0.9015000000000001,0.7149052910882425,0.8444485459272013,good
2344,4374697,0.2778,0,0.7810033387651053,0.8429999999999999,0.6583858145789837,0.7545941130041333,good
2345,4375078,0.2775,0,0.7845171350765211,0.8850000000000002,0.6942976645427213,0.8116866254087968,good
2347,4375879,0.3051,0,0.8076778208485519,0.852,0.6881415033629662,0.8018995855076171,good
2348,4376346,0.2774,0,0.7817177432052238,0.9054999999999999,0.70784541647233,0.8332247860960771,good
2349,4376794,0.2778,0,0.7984353910388252,0.8240000000000001,0.657910762215992,0.7538388766976117,good
2350,4394673,0.2499,0,0.7912247986246657,0.9510000000000001,0.7524547834920571,0.904144575594799,good
2351,4424594,0.2776,0,0.7961392753464939,0.8719999999999999,0.6942334481021426,0.8115845343738313,good
2352,4425019,0.2778,0,0.786349866071635,0.8419999999999999,0.6621065872323166,0.7605093821723841,good
2353,4425411,0.2773,0,0.8059429161810701,0.8549999999999994,0.6890811933348144,0.803393500787071,good
2354,4425784,0.2776,0,0.8003477296649657,0.8835000000000002,0.7071072191589973,0.8320512030222146,good
2355,4434700,0.1498,0,0.7732354425186329,0.8610000000000005,0.6657557160085433,0.7663107521974122,good
2356,4435096,0.2778,0,0.7842804016704156,0.7369999999999999,0.5780146560310961,0.6268203733887745,bad
2357,4435454,0.1663,0,0.7690256364383323,0.7384999999999999,0.5679254325097084,0.6107805670398982,bad
2358,4435884,0.2776,0,0.7834344290529554,0.8484999999999999,0.6647441130514326,0.7647025099476878,good
2359,4444638,0.15,0,0.776218794407563,0.9049999999999997,0.7024780089388443,0.8246917035203856,good
2360,4445052,0.1664,0,0.76088839452486,0.867,0.6596902380530536,0.75666788011581,good
2361,4445491,0.2772,0,0.7993793473045081,0.8080000000000002,0.6458985126220427,0.7347418513524132,bad
2362,4445851,0.2777,0,0.8138448270686139,0.9425000000000001,0.7670487495121687,0.9273460031703151,good
2363,4454857,0.2777,0,0.7831764970371626,0.7780000000000002,0.6093113146949127,0.6765756735137392,bad
2365,4455635,0.1667,0,0.7669163809251489,0.8154999999999998,0.6254203086444587,0.7021856863039403,bad
2367,4465017,0.2778,0,0.7996658499021819,0.8994999999999997,0.7192994319870124,0.8514343331819425,good
2368,4465407,0.2776,0,0.798498865349548,0.9530000000000001,0.7609694186781193,0.9176811078389553,good
2369,4465818,0.2778,0,0.7946373004025804,0.8244999999999995,0.6551784541819271,0.7494950645440822,bad
2370,4524661,0.2769,0,0.7882669095314978,0.865,0.6818508767447456,0.7918987730015358,good
2371,4525166,0.277,0,0.8042659236834873,0.8730000000000001,0.7021241513756845,0.8241291422116649,good
2372,4525536,0.2778,0,0.7972644729285077,0.9825,0.7833123446522589,0.9532018003018361,good
2373,4525879,0.1659,0,0.7989910453679789,0.8654999999999999,0.6915267497659857,0.8072814364134433,good
2375,4526704,0.2221,0,0.8129335991602813,0.9155,0.7442407100312375,0.8910858751539084,good
2376,4527167,0.2772,0,0.8044278957132136,0.9665,0.7774795612068209,0.943928865001966,good
2377,4527623,0.0832,0,0.7690250683787931,0.8445000000000001,0.649441670245891,0.7403747488721872,bad
2378,4528041,0.2773,0,0.7953386096902343,0.9060000000000002,0.7205767803793525,0.8534650564392625,good
2379,4528496,0.2775,0,0.7845136542598914,0.786,0.6166277322482746,0.6882072842590725,bad
2381,4529349,0.25,0,0.7967113168316107,0.8505000000000001,0.677602974965285,0.7851454761014167,good
2383,4535406,0.2776,0,0.7980513302972367,0.9875,0.7880756886685213,0.9607745451649035,good
2384,4535746,0.1666,0,0.7788896156595131,0.7929999999999998,0.6176594652179938,0.6898475291206285,bad
2385,4536193,0.3586,0,0.7949576192141397,0.8565,0.6808812008569106,0.7903571862353116,good
2387,4536913,0.2776,0,0.7916350201401328,0.7500000000000001,0.5937262651050996,0.6517986253267988,bad
2388,4537296,0.1666,0,0.7650727588958123,0.7775,0.594844070041494,0.6535757070494482,bad
2390,4538311,0.1664,0,0.7787524407611328,0.8560000000000001,0.6666120892915297,0.7676722109451874,good
2391,4538770,0.15,0,0.7679487165619497,0.8819999999999999,0.6773307680076396,0.7847127225918733,good
2392,4539330,0.2494,0,0.8124788147567487,0.937,0.7612926494270735,0.9181949787635352,good
2393,4544899,0.2774,0,0.7772948568595528,0.8775000000000002,0.6820762368942577,0.792257049646836,good
2395,4545704,0.2774,0,0.8015645267681157,0.9,0.7214080740913041,0.8547866437874344,good
2396,4546097,0.1667,0,0.7651165287525823,0.8195,0.6270129953127412,0.7047177330644797,bad
